知乎资料,来源,最终结果,权重,句子,合集,感情状况,最近的感觉,什么让你有这种感觉
,V1,我感受着内心的每一次波动，逐渐恢复情感的温度。,1,我感受着内心的每一次波动，逐渐恢复情感的温度。,治愈之旅,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '不好']",['感情']
,V1,即使情感暂时沉寂，我也相信它终将复苏。,1,即使情感暂时沉寂，我也相信它终将复苏。,治愈之旅,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手']","['不好', '糟糕']",['感情']
,V1,我在静谧中寻找情感的种子，期待它破土而出。,1,我在静谧中寻找情感的种子，期待它破土而出。,情感疗愈,"['快乐地单身着', '单身但准备好了开始新的恋情']",['一般'],"['感情', '自己']"
,V1,我的情感如大海深处，宁静却充满生命的活力。,1,我的情感如大海深处，宁静却充满生命的活力。,平和心境,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],['感情']
,V1,我正用爱和勇气唤醒内心的每个角落，不再麻木。,2,我正用爱和勇气唤醒内心的每个角落，不再麻木。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我深信自己的价值不因外界评价而改变。,1,我深信自己的价值不因外界评价而改变。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信内在的我，拥有无限潜能。,1,我相信内在的我，拥有无限潜能。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
,V1,每一步的努力，都在铸就更好的自我。,1,每一步的努力，都在铸就更好的自我。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我尊重自己的选择，它们塑造了我。,1,我尊重自己的选择，它们塑造了我。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']",['自己']
,V1,我接受自己，无论完美与否，都是独特之我。,1,我接受自己，无论完美与否，都是独特之我。,治愈之旅,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我重视自己的感受，勇敢表达需求。,1,我重视自己的感受，勇敢表达需求。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很开心', '很好', '一般']","['自己', '感情', '朋友']"
,V1,我学会说不，保护自己的边界。,1,我学会说不，保护自己的边界。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱', '有点辛苦的暗恋']",['很好'],['自己']
,V1,我相信自己的价值，不以他人评价为转移。,1,我相信自己的价值，不以他人评价为转移。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好', '一般']",['自己']
,V1,我尊重内心的声音，活出真实的自我。,1,我尊重内心的声音，活出真实的自我。,个人成长,"['快乐地单身着', '正在恋爱']","['很好', '开心']",['自己']
,V1,我有权利为自己的幸福而努力。,1,我有权利为自己的幸福而努力。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我拥有温暖自己的力量。,2,我拥有温暖自己的力量。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我相信自己的价值，不论他人如何看。,1,我相信自己的价值，不论他人如何看。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,V1,我选择用爱对待自己，如同对待最亲近的人。,2,我选择用爱对待自己，如同对待最亲近的人。,人际交往,"['正在恋爱', '快乐地单身着', '有点辛苦的暗恋']",['很好'],"['感情', '自己', '家庭', '朋友']"
,V1,我内心的火花，由我自己点燃。,2,我内心的火花，由我自己点燃。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
,V1,我的存在让世界变得不同。,2,我的存在让世界变得不同。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我为自己感到骄傲，因我独一无二。,1,我为自己感到骄傲，因我独一无二。,自信,['快乐地单身着'],"['很好', '开心']",['自己']
,V1,我所做的每件事，都对我的生活有重要意义。,2,我所做的每件事，都对我的生活有重要意义。,个人成长,"['正在恋爱', '快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']","['自己', '感情']"
,V1,我相信自我价值，我对自己的爱是无限的。,1,我相信自我价值，我对自己的爱是无限的。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']",['自己']
,V1,我能够感知并管理生活中的风险。,1,我能够感知并管理生活中的风险。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']","['工作', '学业', '自己']"
,V1,我谨慎行事，却不失勇敢。,1,我谨慎行事，却不失勇敢。,成为英雄,"['正在恋爱', '快乐地单身着']",['很好'],['自己']
,V1,我在挑战面前保持警觉，亦保持冷静。,1,我在挑战面前保持警觉，亦保持冷静。,成为英雄,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",['很好'],['自己']
,V1,我明白谨慎的重要，也欣赏冒险的价值。,1,我明白谨慎的重要，也欣赏冒险的价值。,个人成长,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情']","['很好', '一般']","['自己', '朋友']"
,V1,我相信自己的判断力，能辨识潜藏的风险。,1,我相信自己的判断力，能辨识潜藏的风险。,自信,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']",['自己']
,V1,今天开始，我会更加爱护自己。,2,今天开始，我会更加爱护自己。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],['自己']
,V1,我意识到自我关怀，是每天的重要任务。,1,我意识到自我关怀，是每天的重要任务。,自我关怀,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']","['自己', '健康']"
,V1,我有能力打破拖延，拥抱自我关怀。,1,我有能力打破拖延，拥抱自我关怀。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我决定现在行动，不把自我关怀留到明天。,1,我决定现在行动，不把自我关怀留到明天。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
,V1,我认识到，自我关怀是健康的起点。,1,我认识到，自我关怀是健康的起点。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],"['健康', '自己']"
,V1,我珍视每一次自我表达的机会。,1,我珍视每一次自我表达的机会。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我能够自在地分享我的想法和感受。,1,我能够自在地分享我的想法和感受。,自信,"['正在恋爱', '快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']","['朋友', '感情', '自己']"
,V1,我相信别人对我的故事感兴趣。,1,我相信别人对我的故事感兴趣。,人际交往,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['很好', '一般']","['朋友', '感情']"
,V1,我的话语有力量，我选择积极地使用它。,1,我的话语有力量，我选择积极地使用它。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['自己', '朋友']"
,V1,我珍视身体的每一信号，它们是我成长的提醒。,1,我珍视身体的每一信号，它们是我成长的提醒。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']","['自己', '健康']"
,V1,我选择以积极的态度面对健康中的每一个变化。,1,我选择以积极的态度面对健康中的每一个变化。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['健康', '自己']"
,V1,我相信通过自我关怀，我能更好地理解并支持自己。,1,我相信通过自我关怀，我能更好地理解并支持自己。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['很好', '一般']",['自己']
,V1,我决定今天开始行动，不再拖延。,1,我决定今天开始行动，不再拖延。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '正在恋爱']","['开心', '很好']","['自己', '工作']"
,V1,我相信健康是每天一小步的积累。,1,我相信健康是每天一小步的积累。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']",['很好'],"['健康', '自己']"
,V1,我有能力克服拖延，迈向积极生活。,1,我有能力克服拖延，迈向积极生活。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,V1,我值得拥有健康的身体和快乐的心灵。,1,我值得拥有健康的身体和快乐的心灵。,自我关怀,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']","['自己', '健康']"
,V1,我将坚持锻炼，感受活力带来的快乐。,1,我将坚持锻炼，感受活力带来的快乐。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']","['自己', '健康']"
,V1,我珍视自己的每个感受，它们塑造我的个性。,1,我珍视自己的每个感受，它们塑造我的个性。,自我关怀,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],['自己']
